anchor_data_id,anchor_entity,anchor_wikipedia_url,anchor_entity_type,anchor_question,anchor_answer,anchor_question_type,target_side,method1_pair_entity,method1_pair_data_id,method1_pair_wikipedia_url,method1_pair_type,method1_similarity_basis,method1_composite_layout,method1_query,method1_expected_answer,method2_pair_entity,method2_pair_data_id,method2_pair_wikipedia_url,method2_pair_type,method2_similarity_basis,method2_composite_layout,method2_query,method2_query_with_position,method2_query_without_position,method2_expected_answer,distractor_entity,distractor_wikipedia_url,anchor_image_id,anchor_image_path,method1_pair_image_id,method1_pair_image_path,method2_pair_image_id,method2_pair_image_path,method1_composite_image_path,method2_composite_image_path,method1_image_status,method2_image_status,image_error
infoseek_val_00006935,Peking duck,https://en.wikipedia.org/wiki/Peking_duck,food,What is this food named after?,Beijing (Peking),String,left,Mayonnaise,infoseek_val_00000360,https://en.wikipedia.org/wiki/Mayonnaise,food,same_type+same_question,Peking duck(left) + Mayonnaise(right),What is the food on the left named after?,Beijing (Peking),"Green Mosque, Bursa",infoseek_val_00017893,"https://en.wikipedia.org/wiki/Green_Mosque,_Bursa",facility,different_entity_type+cross_family,"Peking duck(left) + Green Mosque, Bursa(right)",What is the food on the left named after?,What is the food on the left named after?,What is this food named after?,Beijing (Peking),"Green Mosque, Bursa","https://en.wikipedia.org/wiki/Green_Mosque,_Bursa",oven_04959218,images/infoseek/val/oven_04959218.jpg,oven_05002457,images/infoseek/val/oven_05002457.JPEG,oven_04953740,images/infoseek/val/oven_04953740.jpg,images/augmented/infoseek/composite_images_full_seed3185/method1/0164_infoseek_val_00006935__m1__infoseek_val_00000360.jpg,images/augmented/infoseek/composite_images_full_seed3185/method2/0164_infoseek_val_00006935__m2__infoseek_val_00017893.jpg,saved,saved,
infoseek_val_00071314,Dryocampa rubicunda,https://en.wikipedia.org/wiki/Dryocampa_rubicunda,insect,What is the closest parent genus of this insect?,Dryocampa,String,right,Lycaena hyllus,infoseek_val_00050770,https://en.wikipedia.org/wiki/Lycaena_hyllus,insect,same_type+same_question,Dryocampa rubicunda(right) + Lycaena hyllus(left),What is the closest parent genus of the insect on the right?,Dryocampa,Bass Rock,infoseek_val_00008598,https://en.wikipedia.org/wiki/Bass_Rock,island,different_entity_type+cross_family,Dryocampa rubicunda(right) + Bass Rock(left),What is the closest parent genus of the insect on the right?,What is the closest parent genus of the insect on the right?,What is the closest parent genus of this insect?,Dryocampa,Bass Rock,https://en.wikipedia.org/wiki/Bass_Rock,oven_05045161,images/infoseek/val/oven_05045161.jpg,oven_05039219,images/infoseek/val/oven_05039219.jpg,oven_04957067,images/infoseek/val/oven_04957067.jpg,images/augmented/infoseek/composite_images_full_seed3185/method1/0165_infoseek_val_00071314__m1__infoseek_val_00050770.jpg,images/augmented/infoseek/composite_images_full_seed3185/method2/0165_infoseek_val_00071314__m2__infoseek_val_00008598.jpg,saved,saved,
infoseek_val_00061991,Altit Fort,https://en.wikipedia.org/wiki/Altit_Fort,building,In which town does this building locate?,Altit town,String,left,Château de Hautefort,infoseek_val_00019974,https://en.wikipedia.org/wiki/Ch%C3%A2teau_de_Hautefort,building,same_type+same_question,Altit Fort(left) + Château de Hautefort(right),In which town does the building on the left locate?,Altit town,Flying gurnard,infoseek_val_00055277,https://en.wikipedia.org/wiki/Flying_gurnard,fish,different_entity_type+cross_family,Altit Fort(left) + Flying gurnard(right),In which town does the building on the left locate?,In which town does the building on the left locate?,In which town does this building locate?,Altit town,Flying gurnard,https://en.wikipedia.org/wiki/Flying_gurnard,oven_05023732,images/infoseek/val/oven_05023732.jpg,oven_05015849,images/infoseek/val/oven_05015849.jpg,oven_05051406,images/infoseek/val/oven_05051406.JPEG,images/augmented/infoseek/composite_images_full_seed3185/method1/0166_infoseek_val_00061991__m1__infoseek_val_00019974.jpg,images/augmented/infoseek/composite_images_full_seed3185/method2/0166_infoseek_val_00061991__m2__infoseek_val_00055277.jpg,saved,saved,
infoseek_val_00056826,Asplenium rhizophyllum,https://en.wikipedia.org/wiki/Asplenium_rhizophyllum,plant,What is the closest parent genus of this plant?,Asplenium,String,right,Polypodium scouleri,infoseek_val_00047219,https://en.wikipedia.org/wiki/Polypodium_scouleri,plant,same_type+same_question,Asplenium rhizophyllum(right) + Polypodium scouleri(left),What is the closest parent genus of the plant on the right?,Asplenium,Tsumago-juku,infoseek_val_00045646,https://en.wikipedia.org/wiki/Tsumago-juku,town,different_entity_type+cross_family,Asplenium rhizophyllum(right) + Tsumago-juku(left),What is the closest parent genus of the plant on the right?,What is the closest parent genus of the plant on the right?,What is the closest parent genus of this plant?,Asplenium,Tsumago-juku,https://en.wikipedia.org/wiki/Tsumago-juku,oven_05035498,images/infoseek/val/oven_05035498.JPEG,oven_05033001,images/infoseek/val/oven_05033001.jpg,oven_05021020,images/infoseek/val/oven_05021020.jpg,images/augmented/infoseek/composite_images_full_seed3185/method1/0167_infoseek_val_00056826__m1__infoseek_val_00047219.jpg,images/augmented/infoseek/composite_images_full_seed3185/method2/0167_infoseek_val_00056826__m2__infoseek_val_00045646.jpg,saved,saved,
infoseek_val_00013405,Lake Lucerne,https://en.wikipedia.org/wiki/Lake_Lucerne,lake,What place is this lake named after?,Lucerne,String,left,Derwentwater,infoseek_val_00058702,https://en.wikipedia.org/wiki/Derwentwater,lake,same_type,Lake Lucerne(left) + Derwentwater(right),What place is the lake on the left named after?,Lucerne,Ileodictyon cibarium,infoseek_val_00010705,https://en.wikipedia.org/wiki/Ileodictyon_cibarium,fungus,different_entity_type+cross_family,Lake Lucerne(left) + Ileodictyon cibarium(right),What place is the lake on the left named after?,What place is the lake on the left named after?,What place is this lake named after?,Lucerne,Ileodictyon cibarium,https://en.wikipedia.org/wiki/Ileodictyon_cibarium,oven_04955106,images/infoseek/val/oven_04955106.jpg,oven_05020368,images/infoseek/val/oven_05020368.jpg,oven_04962649,images/infoseek/val/oven_04962649.jpg,images/augmented/infoseek/composite_images_full_seed3185/method1/0168_infoseek_val_00013405__m1__infoseek_val_00058702.jpg,images/augmented/infoseek/composite_images_full_seed3185/method2/0168_infoseek_val_00013405__m2__infoseek_val_00010705.jpg,saved,saved,
infoseek_val_00057198,Cahors Cathedral,https://en.wikipedia.org/wiki/Cahors_Cathedral,building,What is this building dedicated to?,St. Stephen,String,right,Kumano Hongū Taisha,infoseek_val_00025068,https://en.wikipedia.org/wiki/Kumano_Hong%C5%AB_Taisha,building,same_type+same_question,Cahors Cathedral(right) + Kumano Hongū Taisha(left),What is the building on the right dedicated to?,St. Stephen,Marmashen,infoseek_val_00029563,https://en.wikipedia.org/wiki/Marmashen,village,different_entity_type+cross_family,Cahors Cathedral(right) + Marmashen(left),What is the building on the right dedicated to?,What is the building on the right dedicated to?,What is this building dedicated to?,St. Stephen,Marmashen,https://en.wikipedia.org/wiki/Marmashen,oven_05012973,images/infoseek/val/oven_05012973.jpg,oven_05012465,images/infoseek/val/oven_05012465.jpg,oven_05016676,images/infoseek/val/oven_05016676.jpg,images/augmented/infoseek/composite_images_full_seed3185/method1/0169_infoseek_val_00057198__m1__infoseek_val_00025068.jpg,images/augmented/infoseek/composite_images_full_seed3185/method2/0169_infoseek_val_00057198__m2__infoseek_val_00029563.jpg,saved,saved,
infoseek_val_00034685,Common kingfisher,https://en.wikipedia.org/wiki/Common_kingfisher,bird,What is the length of the wingspan in centimetre of this bird?,25,Numerical,left,Yellow-crowned night heron,infoseek_val_00022733,https://en.wikipedia.org/wiki/Yellow-crowned_night_heron,bird,same_type+same_question,Common kingfisher(left) + Yellow-crowned night heron(right),What is the length of the wingspan in centimetre of the bird on the left?,25,Tortoiseshell,infoseek_val_00036499,https://en.wikipedia.org/wiki/Tortoiseshell,material,different_entity_type+cross_family,Common kingfisher(left) + Tortoiseshell(right),What is the length of the wingspan in centimetre of the bird on the left?,What is the length of the wingspan in centimetre of the bird on the left?,What is the length of the wingspan in centimetre of this bird?,25,Tortoiseshell,https://en.wikipedia.org/wiki/Tortoiseshell,oven_05040778,images/infoseek/val/oven_05040778.JPEG,oven_05042633,images/infoseek/val/oven_05042633.JPEG,oven_05049600,images/infoseek/val/oven_05049600.JPEG,images/augmented/infoseek/composite_images_full_seed3185/method1/0170_infoseek_val_00034685__m1__infoseek_val_00022733.jpg,images/augmented/infoseek/composite_images_full_seed3185/method2/0170_infoseek_val_00034685__m2__infoseek_val_00036499.jpg,saved,saved,
infoseek_val_00072221,Brassica juncea,https://en.wikipedia.org/wiki/Brassica_juncea,plant,What is the genus of this plant?,Brassica,String,right,Centaurea calcitrapa,infoseek_val_00020528,https://en.wikipedia.org/wiki/Centaurea_calcitrapa,plant,same_type+same_question,Brassica juncea(right) + Centaurea calcitrapa(left),What is the genus of the plant on the right?,Brassica,Shrine of Remembrance,infoseek_val_00043019,https://en.wikipedia.org/wiki/Shrine_of_Remembrance,building,different_entity_type+cross_family,Brassica juncea(right) + Shrine of Remembrance(left),What is the genus of the plant on the right?,What is the genus of the plant on the right?,What is the genus of this plant?,Brassica,Shrine of Remembrance,https://en.wikipedia.org/wiki/Shrine_of_Remembrance,oven_05063068,images/infoseek/val/oven_05063068.JPEG,oven_05035335,images/infoseek/val/oven_05035335.jpg,oven_05012153,images/infoseek/val/oven_05012153.jpg,images/augmented/infoseek/composite_images_full_seed3185/method1/0171_infoseek_val_00072221__m1__infoseek_val_00020528.jpg,images/augmented/infoseek/composite_images_full_seed3185/method2/0171_infoseek_val_00072221__m2__infoseek_val_00043019.jpg,saved,saved,
infoseek_val_00000402,Hotel del Coronado,https://en.wikipedia.org/wiki/Hotel_del_Coronado,building,In which year did this building officially open?,1888,Time,left,Nationaal Militair Museum,infoseek_val_00004597,https://en.wikipedia.org/wiki/Nationaal_Militair_Museum,building,same_type+same_question,Hotel del Coronado(left) + Nationaal Militair Museum(right),In which year did the building on the left officially open?,1888,Macadamia,infoseek_val_00063065,https://en.wikipedia.org/wiki/Macadamia,plant,different_entity_type+cross_family,Hotel del Coronado(left) + Macadamia(right),In which year did the building on the left officially open?,In which year did the building on the left officially open?,In which year did this building officially open?,1888,Macadamia,https://en.wikipedia.org/wiki/Macadamia,oven_04956616,images/infoseek/val/oven_04956616.jpg,oven_04956197,images/infoseek/val/oven_04956197.jpg,oven_04949276,images/infoseek/val/oven_04949276.JPEG,images/augmented/infoseek/composite_images_full_seed3185/method1/0172_infoseek_val_00000402__m1__infoseek_val_00004597.jpg,images/augmented/infoseek/composite_images_full_seed3185/method2/0172_infoseek_val_00000402__m2__infoseek_val_00063065.jpg,saved,saved,
infoseek_val_00015245,Red University Building,https://en.wikipedia.org/wiki/Red_University_Building,building,Which country is this building located in?,Ukraine,String,right,Mount Royal Chalet,infoseek_val_00067378,https://en.wikipedia.org/wiki/Mount_Royal_Chalet,building,same_type+same_question,Red University Building(right) + Mount Royal Chalet(left),Which country is the building on the right located in?,Ukraine,Eurasian oystercatcher,infoseek_val_00052567,https://en.wikipedia.org/wiki/Eurasian_oystercatcher,bird,different_entity_type+cross_family,Red University Building(right) + Eurasian oystercatcher(left),Which country is the building on the right located in?,Which country is the building on the right located in?,Which country is this building located in?,Ukraine,Eurasian oystercatcher,https://en.wikipedia.org/wiki/Eurasian_oystercatcher,oven_04953711,images/infoseek/val/oven_04953711.jpg,oven_05022588,images/infoseek/val/oven_05022588.jpg,oven_05042344,images/infoseek/val/oven_05042344.jpg,images/augmented/infoseek/composite_images_full_seed3185/method1/0173_infoseek_val_00015245__m1__infoseek_val_00067378.jpg,images/augmented/infoseek/composite_images_full_seed3185/method2/0173_infoseek_val_00015245__m2__infoseek_val_00052567.jpg,saved,saved,
infoseek_val_00032696,Scissor-tailed flycatcher,https://en.wikipedia.org/wiki/Scissor-tailed_flycatcher,bird,What is the closest parent taxonomic family of this bird?,Tyrannidae,String,left,Caspian tern,infoseek_val_00004448,https://en.wikipedia.org/wiki/Caspian_tern,bird,same_type,Scissor-tailed flycatcher(left) + Caspian tern(right),What is the closest parent taxonomic family of the bird on the left?,Tyrannidae,Schwägalp Pass,infoseek_val_00062623,https://en.wikipedia.org/wiki/Schw%C3%A4galp_Pass,mountain,different_entity_type+cross_family,Scissor-tailed flycatcher(left) + Schwägalp Pass(right),What is the closest parent taxonomic family of the bird on the left?,What is the closest parent taxonomic family of the bird on the left?,What is the closest parent taxonomic family of this bird?,Tyrannidae,Schwägalp Pass,https://en.wikipedia.org/wiki/Schw%C3%A4galp_Pass,oven_05040040,images/infoseek/val/oven_05040040.jpg,oven_04964700,images/infoseek/val/oven_04964700.jpg,oven_05025779,images/infoseek/val/oven_05025779.jpg,images/augmented/infoseek/composite_images_full_seed3185/method1/0174_infoseek_val_00032696__m1__infoseek_val_00004448.jpg,images/augmented/infoseek/composite_images_full_seed3185/method2/0174_infoseek_val_00032696__m2__infoseek_val_00062623.jpg,saved,saved,
infoseek_val_00040609,Klevan Castle,https://en.wikipedia.org/wiki/Klevan_Castle,building,What country is this building located in?,Ukraine,String,right,Ramesseum,infoseek_val_00044440,https://en.wikipedia.org/wiki/Ramesseum,building,same_type+same_question,Klevan Castle(right) + Ramesseum(left),What country is the building on the right located in?,Ukraine,Sable antelope,infoseek_val_00065887,https://en.wikipedia.org/wiki/Sable_antelope,animal,different_entity_type+cross_family,Klevan Castle(right) + Sable antelope(left),What country is the building on the right located in?,What country is the building on the right located in?,What country is this building located in?,Ukraine,Sable antelope,https://en.wikipedia.org/wiki/Sable_antelope,oven_05026406,images/infoseek/val/oven_05026406.jpg,oven_05021795,images/infoseek/val/oven_05021795.jpg,oven_05050541,images/infoseek/val/oven_05050541.JPEG,images/augmented/infoseek/composite_images_full_seed3185/method1/0175_infoseek_val_00040609__m1__infoseek_val_00044440.jpg,images/augmented/infoseek/composite_images_full_seed3185/method2/0175_infoseek_val_00040609__m2__infoseek_val_00065887.jpg,saved,saved,
