data_id,wikipedia_title,wikipedia_url,question_original,dataset_image_ids,question,answer,final_evidence,evidence,evidence_section_id,evidence_section_title,question_type,final_check_tag,final_check_reason,final_model
infoseek_val_00065237,Burgundy,https://en.wikipedia.org/wiki/Burgundy,What is this place named after?,oven_05064293,What is this place named after?,Burgundians,"The House of Burgundy, a cadet branch of the House of Capet, ruled over a territory that roughly conformed to the borders and territories of the modern administrative region of Burgundy. It is named for the Burgundians, an East Germanic people who moved westwards beyond the Rhine during the late Roman period. During th ...","The House of Burgundy, a cadet branch of the House of Capet, ruled over a territory that roughly conformed to the borders and territories of the modern administrative region of Burgundy. It is named for the Burgundians, an East Germanic people who moved westwards beyond the Rhine during the late Roman period. During th ...",0|1|2|3|9|11,Burgundy|Etymology|History|Geography|References|External links,String,OK,"The final_answer 'Burgundians' is directly supported by the evidence text. The question type is String, and 'Burgundians' is the shortest exact phrase that answers the question. The question does not leak the target entity (uses 'this place'), and no revisions are needed.",deepseek-chat
infoseek_val_00007954,Burrowing owl,https://en.wikipedia.org/wiki/Burrowing_owl,"What is the conservation status of this bird? (The status is assigned by the international union for conservation of nature. Choose one among Endangered,Least Concern,Critically Endangered,extinct species,extinct in the wild,Vulnerable,Near Threatened,Data Deficient)",oven_04970095,What is the conservation status of this bird according to the IUCN Red List?,Least Concern,It is therefore listed as Least Concern on the IUCN Red List.,It is therefore listed as Least Concern on the IUCN Red List.,7,Status and conservation,String,OK,All requirements satisfied: final_answer 'Least Concern' is exact phrase found in evidence; question properly references IUCN Red List; evidence supports answer; no entity leak in question; no conflicts in evidence.,deepseek-chat
infoseek_val_00024005,Bursaria spinosa,https://en.wikipedia.org/wiki/Bursaria_spinosa,Which place is this plant endemic to?,oven_05065570,Which country is this plant endemic to?,Australia,The species occurs mainly in the eastern and southern half of Australia and not in Western Australia and the Northern Territory.,The species occurs mainly in the eastern and southern half of Australia and not in Western Australia and the Northern Territory.,0|2|3|5|6,Bursaria spinosa|Taxonomy and naming|Distribution and habitat|Uses|References,String,Needs_revision,"Evidence does not support 'endemic to Australia' - it shows distribution within Australia but doesn't state endemism. The evidence indicates presence in multiple Australian states/territories, not exclusive to one country. The question asks for endemism but evidence only shows distribution within Australia.",deepseek-chat
infoseek_val_00021942,Buses in Malta,https://en.wikipedia.org/wiki/Buses_in_Malta,What country does this place belong to?,oven_05021255,What country does this transportation system belong to?,Malta,Buses were introduced to Malta in 1905.,Buses were introduced to Malta in 1905.,0|2|3|4|5|6|7|8|9|10|11|12,Buses in Malta|History|Operational system|Former liveries and types|Detailing|Preservation|Arriva (2011–2013)|Malta Public Transport (2014–present)|Open-top buses|See also|References|External links,String,Needs_revision,The original question 'What country does this location belong to?' leaks the target entity 'Malta' from the Wikipedia title. Revised to use 'this transportation system' while preserving meaning. The answer 'Malta' is supported by the evidence snippet 'Buses were introduced to Malta in 1905.' which is the shortest exact phrase answering the question. The evidence field was reduced to only the supporting snippet.,deepseek-chat
infoseek_val_00069985,Bushshrike,https://en.wikipedia.org/wiki/Bushshrike,What is the closest upper taxonomy of this bird?,oven_05047685,What is the closest upper taxonomy of this bird?,Malaconotoidea,"Bushshrikes, helmetshrikes (Prionopidae), ioras (Aegithinidae), vangas (Vangidae) and the Australian butcherbirds, magpies and currawongs (Cracticidae) and woodswallows (Artamidae) are part of a large group of shrike-like birds distributed from Africa to Australia, which have been defined as the superfamily Malaconotoidea by Cacraft and colleagues in 2004.","Bushshrikes, helmetshrikes (Prionopidae), ioras (Aegithinidae), vangas (Vangidae) and the Australian butcherbirds, magpies and currawongs (Cracticidae) and woodswallows (Artamidae) are part of a large group of shrike-like birds distributed from Africa to Australia, which have been defined as the superfamily Malaconotoidea by Cacraft and colleagues in 2004.",0|1,Bushshrike|Taxonomy,String,Needs_revision,"The original evidence snippet contained conflicting taxonomy information (family Malaconotidae vs superfamily Malaconotoidea). The question asks for 'closest upper taxonomy,' which should be the immediate higher classification. The evidence clearly states bushshrikes are part of superfamily Malaconotoidea, making this the correct answer. I selected the evidence snippet that directly supports this answer and removed the conflicting portion about family classification.",deepseek-chat
infoseek_val_00062552,Butterflyfish,https://en.wikipedia.org/wiki/Butterflyfish,What is the closest upper taxonomy of this animal?,oven_05051195,What is the closest upper taxonomic rank of this animal?,order Chaetodontiformes,Other authorities have paced the family in the order Chaetodontiformes alongside the family Leiognathidae.,Other authorities have paced the family in the order Chaetodontiformes alongside the family Leiognathidae.,0|2|3|7,"Butterflyfish|Taxonomy, systematics and evolution|Genera|References",String,Needs_revision,"The evidence supports 'order Chaetodontiformes' as the closest upper taxonomic rank, not just 'Chaetodontiformes'. The answer must be the shortest exact phrase from evidence that answers the question.",deepseek-chat
infoseek_val_00011711,Byland Abbey,https://en.wikipedia.org/wiki/Byland_Abbey,Which protected area is this building usually located in?,oven_04951566,Which protected area is this building located in?,North York Moors National Park,"Byland Abbey is a ruined abbey and a small village in the Ryedale district of North Yorkshire, England, in the North York Moors National Park.","Byland Abbey is a ruined abbey and a small village in the Ryedale district of North Yorkshire, England, in the North York Moors National Park.",0|8,Byland Abbey|References,String,Needs_revision,The evidence contains 'North York Moors National Park' as the exact phrase answering the question. The original answer 'North York Moors' is incomplete; the shortest exact phrase from evidence is 'North York Moors National Park'. The second evidence sentence was removed as it doesn't contain the answer and would create redundancy.,deepseek-chat
infoseek_val_00022458,Cabo da Roca Lighthouse,https://en.wikipedia.org/wiki/Cabo_da_Roca_Lighthouse,Which (geo)physical feature is the building located in or on?,oven_05019944,Which geographic feature is this building situated on?,a promontory,"It is located in the civil parish of Colares, in the municipality of Sintra, situated on a promontory that juts out into the ocean, made up of granite boulders and interspersed limestone.","It is located in the civil parish of Colares, in the municipality of Sintra, situated on a promontory that juts out into the ocean, made up of granite boulders and interspersed limestone.",0|1|2|5,Cabo da Roca Lighthouse|History|Architecture|Notes,String,Needs_revision,"The original final_answer 'Cabo da Roca' is the name of the cape/lighthouse itself, not the geographic feature it sits on. The evidence states the building is 'situated on a promontory'. This is the shortest exact phrase answering the question. The final_question was revised to avoid leaking the target entity by replacing 'the building' with 'this building'.",deepseek-chat
infoseek_val_00052337,Cabo da Roca Lighthouse,https://en.wikipedia.org/wiki/Cabo_da_Roca_Lighthouse,What is the height of this building in metre?,oven_05019945,What is the height of this building at its base in metres?,22,The lighthouse stands 22 metres at its base (its light commands a 165-metre beam from sea level).,The lighthouse stands 22 metres at its base (its light commands a 165-metre beam from sea level).,2,Architecture,Numerical,OK,"Evidence directly states '22 metres at its base', which matches the question asking for height at base in metres. No revision needed.",deepseek-chat
infoseek_val_00053298,Cabo da Roca Lighthouse,https://en.wikipedia.org/wiki/Cabo_da_Roca_Lighthouse,In which year did this building come into service?,oven_05019964,In which year did this building come into service?,1772,"It was the first new purpose-built lighthouse to be constructed in the country: the older lighthouses in existence at that time, were constructed on existing platforms or from pre-existing beacons. Cabo da Roca lighthouse began operating in 1772, becoming the third oldest lighthouse along the Portuguese coast.","It was the first new purpose-built lighthouse to be constructed in the country: the older lighthouses in existence at that time, were constructed on existing platforms or from pre-existing beacons. Cabo da Roca lighthouse began operating in 1772, becoming the third oldest lighthouse along the Portuguese coast.",0|1,Cabo da Roca Lighthouse|History,Time,OK,"The final_answer '1772' is directly supported by the evidence text. The question type is Time, expecting a single value, which matches the evidence. The question does not leak the target entity (uses 'this building'). No revisions needed.",deepseek-chat
