data_id,wikipedia_title,wikipedia_url,question_type,encyclopedic_vqa_split,dataset_image_ids,question_before_review,question,answer,evidence,evidence_section_id,evidence_section_title,final_check_reason,dataset_name
E-VQA_1603,Erebia medusa,https://en.wikipedia.org/wiki/Erebia_medusa,automatic,test,2752947,What kind of line is on the larva of this butterfly?,What kind of line is on the larva of this butterfly?,light-edged dark dorsal line,"— Larva light green, with light-edged dark dorsal line, a light line above the stigmata, a white line above the legs, and 2 black ocelli on the head. It feeds on various grasses, as Panicum sanguinale, Millium effusum, etc., hibernates and changes the end of April into a light grey pupa, which lies on the ground in a l ...",4,Description in Seitz,skipped_q_clear,inaturalist
E-VQA_1604,Erica lusitanica,https://en.wikipedia.org/wiki/Erica_lusitanica,automatic,test,2721150,In what conditions does this plant become noxious?,Under what environmental circumstances does this plant become noxious?,certain climates,"Garden escapes easily become introduced species and sometimes invasive species—noxious weeds in certain climates. It has naturalised in the British Isles, California, Hawaii, Australia, and New Zealand.",3,Naturalization,"The question 'In what climate conditions does this plant become noxious?' contains the phrase 'climate conditions', which is nearly verbatim to the expected answer 'certain climates'. This leaks the answer type and could allow a model to guess without properly consulting the evidence.",inaturalist
E-VQA_1605,Eriogonum cinereum,https://en.wikipedia.org/wiki/Eriogonum_cinereum,automatic,test,2708213,What part of southern california is this plant endemic to?,What region of southern California is this plant endemic to?,coastline,"This shrub is endemic to the coastline of Southern California, primarily within Los Angeles County and Ventura County. It grows on beaches in coastal strand habitats and on bluffs and lower slopes of the Western Transverse Ranges, including the Santa Monica Mountains, in chaparral coastal sage scrub habitats below 400 ...",1,Distribution,"The word 'coastline' appears verbatim in QUESTION_USED, which directly matches the EXPECTED_ANSWER 'coastline'. This leaks the answer to the model.",inaturalist
E-VQA_1606,Eriogonum wrightii,https://en.wikipedia.org/wiki/Eriogonum_wrightii,automatic,test,2687678,What shade of pink are the flowers of this plant?,What color are the flowers of this plant?,light,The flowers are usually white to light pink.,1,Description,"The question uses 'hue of pink' which directly matches the evidence phrase 'light pink', making the answer 'light' too obvious and potentially leaking it.",inaturalist
E-VQA_1607,Erodium texanum,https://en.wikipedia.org/wiki/Erodium_texanum,automatic,test,2738887,What part of mexico is this plant native to?,What region of Mexico is this plant native to?,northern,"Erodium texanum, also known as Texas filaree, Texas stork's bill, or heronbill, is a flowering plant which is native to the southwestern United States and northern Mexico. It is an annual or biennial herb.",0,Erodium texanum,"The question 'What part of northern Mexico is this plant native to?' contains the expected answer 'northern' verbatim, which directly leaks the answer.",inaturalist
E-VQA_1608,Erythronium sibiricum,https://en.wikipedia.org/wiki/Erythronium_sibiricum,automatic,test,2746391,Who gave the species status to this plant?,Who gave the species status to this plant?,Porphyry Nikitic Krylov,In 1929 Porphyry Nikitic Krylov gave it the species status.,3,Systematics,skipped_q_clear,inaturalist
E-VQA_1609,Eschscholzia californica,https://en.wikipedia.org/wiki/Eschscholzia_californica,automatic,test,2699212,What is this plant known as in California?,What is this plant recognized as in California?,state flower,"During the 1890s Sarah Plummer Lemmon advocated for the adoption of the golden poppy as the state flower of California, eventually writing the bill passed by the California Legislature and signed by Governor George Pardee in 1903. As the official state flower of California, Eschscholzia californica is pictured on welco ...",10,State flower of California,"The phrase 'state flower' appears verbatim in QUESTION_USED, which is the expected answer, thus leaking the answer.",inaturalist
E-VQA_1610,Eucalyptus camaldulensis,https://en.wikipedia.org/wiki/Eucalyptus_camaldulensis,automatic,test,2744884,On which sides are the leaves of this plant the same dull green or greyish green colour?,On which surfaces are the leaves of this plant the same dull green or greyish green colour?,both sides,"Adult leaves are lance-shaped to curved, the same dull green or greyish green colour on both sides, 50–300 mm (2.0–11.8 in) long and 7–32 mm (0.28–1.26 in) wide on a petiole 8–33 mm (0.31–1.30 in) long. The flower buds are arranged in groups of seven, nine or sometimes eleven, in leaf axils on a peduncle 5–28 mm (0.20– ...",1,Description,"The question uses 'both sides' in the expected answer as part of the question phrasing ('upper or lower'), which essentially provides the answer options and makes the correct choice obvious when combined with the evidence.",inaturalist
E-VQA_1611,Euchloe ausonides,https://en.wikipedia.org/wiki/Euchloe_ausonides,automatic,test,2779656,How did non-native grazers become a threat to this butterfly?,How did non-native grazers become a threat to this butterfly?,introduced by people,"In addition to the deer, there are also threats from non-native grazers introduced by people, including invasive European rabbits and snails, which also eat much of the native vegetation. There have been a few actions that have taken place to deal with this problem.",10,Threats,skipped_q_clear,inaturalist
E-VQA_1612,Eudynamys scolopaceus,https://en.wikipedia.org/wiki/Asian_koel,automatic,test,2715897,"Along with iran, pakistan, bangladesh and sri lanka, in what country does this bird breed?",In which country within South Asia does this bird breed?,India,"It is a mainly resident breeder in tropical southern Asia from Iran, Pakistan, India, Bangladesh and Sri Lanka to southern China and the Greater Sundas. They have great potential in colonizing new areas, and were among the pioneer birds to colonize the volcanic island of Krakatau.",3,Distribution and habitat,"The question lists countries that are explicitly mentioned in the evidence as breeding locations for the bird. Since 'India' is the expected answer and is also one of the breeding countries listed in the evidence, the question's phrasing ('Along with Iran, Pakistan, Bangladesh, and Sri Lanka...') strongly implies that the answer is the remaining country from that list in the evidence, effectively leaking the answer.",inaturalist
E-VQA_1613,Euodice malabarica,https://en.wikipedia.org/wiki/Indian_silverbill,automatic,test,2779787,"In addition to scrub habitats, where does this bird forage?","In addition to scrub habitats, in which other type of habitat does this bird forage?",grassland,They forage in small flocks in grassland and scrub habitats.,0,Indian silverbill,"The question uses the term 'ecosystem' which is not present in the evidence. The evidence specifically mentions 'grassland and scrub habitats', making 'grassland' the direct answer. The question should use the same terminology as the evidence to properly guide retrieval without leaking the answer.",inaturalist
E-VQA_1614,Eupatorium perfoliatum,https://en.wikipedia.org/wiki/Eupatorium_perfoliatum,automatic,test,2781870,What genus does this plant belong to?,What genus does this plant belong to?,Eupatorium,"Eupatorium perfoliatum grows up to 100 cm (39 inches) tall, with leaves that clasp the stems. The plant produces dense clusters of tiny white flower heads held above the foliage.",1,Description,skipped_q_clear,inaturalist
E-VQA_1615,Eupeodes corollae,https://en.wikipedia.org/wiki/Eupeodes_corollae,automatic,test,2750007,Who provided information on the biology of this insect in 1981?,Who provided information on the biology of this insect in 1981?,Marcos-Garcia,Information on the biology of Eupeodes corollae is provided by Marcos-Garcia (1981)  and Barkemeyer (1994).,3,Biology,skipped_q_clear,inaturalist
E-VQA_1616,Euphyes dion,https://en.wikipedia.org/wiki/Euphyes_dion,automatic,test,2722013,When was this insect described?,In what year was this insect described?,1923,"Euphyes dion dion Euphyes dion alabamae (Lindsey, 1923)",1,Subspecies,"The question is clear, unambiguous, and does not leak the answer. The evidence contains the year 1923 in parentheses, which directly answers the question about when the insect was described.",inaturalist
E-VQA_1617,Eupsittula pertinax,https://en.wikipedia.org/wiki/Brown-throated_parakeet,automatic,test,2713600,"In addition to woodland, where else is this bird found?","In addition to woodland, what other ecosystems is this bird found in?",savanna and scrub,"It is found widely in woodland, savanna and scrub throughout northern South America and the southeastern Caribbean in Colombia, Venezuela, the Guianas, Trinidad and Tobago, the ABC islands in the Netherlands Antilles, and northern Brazil (mainly the Rio Negro/Branco region) with a disjunct population in south-western P ...",3,Distribution and habitat,"The question is clear, does not leak the answer, and directly guides the model to find the expected answer in the evidence.",inaturalist
E-VQA_1618,Eurybia divaricata,https://en.wikipedia.org/wiki/Eurybia_divaricata,automatic,test,2696898,What is the status of this plant in the united states?,What is the status of this plant in the United States?,abundant and common,"it is abundant and common, but in Canada it is considered threatened due to its restricted distribution. It can be found in dry open woods as well as along wood-edges and clearings.",0,Eurybia divaricata,"The question 'specifically in the eastern region' introduces a geographic restriction not present in the evidence, which could mislead or confuse retrieval. The evidence only discusses the United States generally and Canada, not eastern vs. other U.S. regions.",inaturalist
E-VQA_1619,Eutrochium purpureum,https://en.wikipedia.org/wiki/Eutrochium_purpureum,automatic,test,2695341,Who recognizes two or three varieties of this plant?,Who recognizes two or three varieties of this plant?,current botanical authorities,"Eutrochium purpureum shows a high amount of variability, and up to two or three varieties are currently recognized by current botanical authorities. They differ based in leaf shape, leaf pubescence, and achene glandularity.",2,Taxonomy,skipped_q_clear,inaturalist
