wikipedia_title,wikipedia_url,question_original,question,question_type,answer,evidence,evidence_section_id,evidence_section_title,dataset_name,dataset_category_id,wikipedia_url_used_in_train,encyclopedic_vqa_split,dataset_image_ids,data_id
Indian roller,https://en.wikipedia.org/wiki/Indian_roller,"What is the conservation status of this bird? (The status is assigned by the international union for conservation of nature. Choose one among Endangered,Least Concern,Critically Endangered,extinct species,extinct in the wild,Vulnerable,Near Threatened,Data Deficient)","What is the conservation status of this bird? (The status is assigned by the international union for conservation of nature. Choose one among Endangered,Least Concern,Critically Endangered,extinct species,extinct in the wild,Vulnerable,Near Threatened,Data Deficient)",String,Least Concern,0,0,0,infoseek,0,0,0,oven_04962165,infoseek_val_00013993
Olearia paniculata,https://en.wikipedia.org/wiki/Olearia_paniculata,What is the closest parent taxonomy of this plant?,What is the closest parent taxonomy of this plant?,String,Olearia,0,0,0,infoseek,0,0,0,oven_04962625,infoseek_val_00014043
Roue de Paris,https://en.wikipedia.org/wiki/Roue_de_Paris,What is the street address of this facility?,What is the street address of this facility?,String,place de la Concorde,0,0,0,infoseek,0,0,0,oven_04956120,infoseek_val_00014053
Galerie Vivienne,https://en.wikipedia.org/wiki/Galerie_Vivienne,Which street is this building located at?,Which street is this building located at?,String,rue Vivienne|rue de la Banque,0,0,0,infoseek,0,0,0,oven_04955772,infoseek_val_00014095
Blue Mountain (New York),https://en.wikipedia.org/wiki/Blue_Mountain_(New_York),Which city or region does this place locate in?,Which city or region does this place locate in?,String,New York,0,0,0,infoseek,0,0,0,oven_04954278,infoseek_val_00014115
Stutthof concentration camp,https://en.wikipedia.org/wiki/Stutthof_concentration_camp,How many people died in total in the event of the building in the image?,How many people died in total in the event of the building in the image?,Numerical,65000,0,0,0,infoseek,0,0,0,oven_04958478,infoseek_val_00014173
Old English Sheepdog,https://en.wikipedia.org/wiki/Old_English_Sheepdog,What is the minimum height of a male of this animal in centimetre?,What is the minimum height of a male of this animal in centimetre?,Numerical,61,0,0,0,infoseek,0,0,0,oven_04979115,infoseek_val_00014176
McDonnell Douglas MD-11,https://en.wikipedia.org/wiki/McDonnell_Douglas_MD-11,Who is the manufacturer of this aircraft?,Who is the manufacturer of this aircraft?,String,McDonnell Douglas,0,0,0,infoseek,0,0,0,oven_04950547,infoseek_val_00014178
Osprey,https://en.wikipedia.org/wiki/Osprey,What is the closest upper taxonomy of this bird?,What is the closest upper taxonomy of this bird?,String,Pandion,0,0,0,infoseek,0,0,0,oven_04965893,infoseek_val_00014242
Durham Castle,https://en.wikipedia.org/wiki/Durham_Castle,Which historic county does this building belong to?,Which historic county does this building belong to?,String,County Durham,0,0,0,infoseek,0,0,0,oven_04952601,infoseek_val_00014246
Osprey,https://en.wikipedia.org/wiki/Osprey,What is the length of the wingspan in metre of this bird?,What is the length of the wingspan in metre of this bird?,Numerical,1.6,0,0,0,infoseek,0,0,0,oven_04965880,infoseek_val_00014262
Puente de Piedra (Zaragoza),https://en.wikipedia.org/wiki/Puente_de_Piedra_(Zaragoza),what has this place crossed over?,what has this place crossed over?,String,Ebro,0,0,0,infoseek,0,0,0,oven_04955549,infoseek_val_00014290
McDonnell Douglas DC-10,https://en.wikipedia.org/wiki/McDonnell_Douglas_DC-10,Who is the manufacturer of this aircraft?,Who is the manufacturer of this aircraft?,String,McDonnell Douglas,0,0,0,infoseek,0,0,0,oven_04950425,infoseek_val_00014394
New Zealand sea lion,https://en.wikipedia.org/wiki/New_Zealand_sea_lion,What is the closest parent taxonomy of this animal?,What is the closest parent taxonomy of this animal?,String,sea lion,0,0,0,infoseek,0,0,0,oven_04967314,infoseek_val_00014408
Mazar-e-Quaid,https://en.wikipedia.org/wiki/Mazar-e-Quaid,What is the location of this place?,What is the location of this place?,String,Karachi,0,0,0,infoseek,0,0,0,oven_04952064,infoseek_val_00014417
Garganey,https://en.wikipedia.org/wiki/Garganey,"What is the conservation status of this bird? (The status is assigned by the international union for conservation of nature. Choose one among Endangered,Least Concern,Critically Endangered,extinct species,extinct in the wild,Vulnerable,Near Threatened,Data Deficient)","What is the conservation status of this bird? (The status is assigned by the international union for conservation of nature. Choose one among Endangered,Least Concern,Critically Endangered,extinct species,extinct in the wild,Vulnerable,Near Threatened,Data Deficient)",String,Least Concern,0,0,0,infoseek,0,0,0,oven_04968754,infoseek_val_00014425
Wright Brothers National Memorial,https://en.wikipedia.org/wiki/Wright_Brothers_National_Memorial,Which city or region does this building locate in?,Which city or region does this building locate in?,String,Kill Devil Hills,0,0,0,infoseek,0,0,0,oven_04954300,infoseek_val_00014427
Rochester Castle,https://en.wikipedia.org/wiki/Rochester_Castle,who/what operates this building?,who/what operates this building?,String,English Heritage,0,0,0,infoseek,0,0,0,oven_04951043,infoseek_val_00014436
Shell Centre,https://en.wikipedia.org/wiki/Shell_Centre,Which city or region does this building locate in?,Which city or region does this building locate in?,String,London Borough of Lambeth,0,0,0,infoseek,0,0,0,oven_04957311,infoseek_val_00014443
Hippopotamus,https://en.wikipedia.org/wiki/Hippopotamus,"What is the conservation status of this animal? (The status is assigned by the international union for conservation of nature. Choose one among Endangered,Least Concern,Critically Endangered,extinct species,extinct in the wild,Vulnerable,Near Threatened,Data Deficient)","What is the conservation status of this animal? (The status is assigned by the international union for conservation of nature. Choose one among Endangered,Least Concern,Critically Endangered,extinct species,extinct in the wild,Vulnerable,Near Threatened,Data Deficient)",String,Vulnerable,0,0,0,infoseek,0,0,0,oven_04969995,infoseek_val_00014454
Maidan Nezalezhnosti,https://en.wikipedia.org/wiki/Maidan_Nezalezhnosti,Which city or region does this building locate in?,Which city or region does this building locate in?,String,Shevchenko Raion,0,0,0,infoseek,0,0,0,oven_04958117,infoseek_val_00014469
Krak des Chevaliers,https://en.wikipedia.org/wiki/Krak_des_Chevaliers,What country does this building belong to?,What country does this building belong to?,String,Syria,0,0,0,infoseek,0,0,0,oven_04951124,infoseek_val_00014481
Amanita muscaria,https://en.wikipedia.org/wiki/Amanita_muscaria,What is the closest parent taxonomy of this plant?,What is the closest parent taxonomy of this plant?,String,Amanita,0,0,0,infoseek,0,0,0,oven_04972828,infoseek_val_00014522
Chembra Peak,https://en.wikipedia.org/wiki/Chembra_Peak,which mountain range is this mountain belong to?,which mountain range is this mountain belong to?,String,Western Ghats,0,0,0,infoseek,0,0,0,oven_04957475,infoseek_val_00014540
Leopard tortoise,https://en.wikipedia.org/wiki/Leopard_tortoise,What is the closest parent taxonomy of this animal?,What is the closest parent taxonomy of this animal?,String,Stigmochelys,0,0,0,infoseek,0,0,0,oven_04965138,infoseek_val_00014615
Northern gannet,https://en.wikipedia.org/wiki/Northern_gannet,"What is the conservation status of this bird? (The status is assigned by the international union for conservation of nature. Choose one among Endangered,Least Concern,Critically Endangered,extinct species,extinct in the wild,Vulnerable,Near Threatened,Data Deficient)","What is the conservation status of this bird? (The status is assigned by the international union for conservation of nature. Choose one among Endangered,Least Concern,Critically Endangered,extinct species,extinct in the wild,Vulnerable,Near Threatened,Data Deficient)",String,Least Concern,0,0,0,infoseek,0,0,0,oven_04971227,infoseek_val_00014636
Cheetah,https://en.wikipedia.org/wiki/Cheetah,What is the magnitude of the velocity of this animal kilometre per hour?,What is the magnitude of the velocity of this animal kilometre per hour?,Numerical,120,0,0,0,infoseek,0,0,0,oven_04971863,infoseek_val_00014686
Dolomedes minor,https://en.wikipedia.org/wiki/Dolomedes_minor,What is the closest parent taxonomy of this insect?,What is the closest parent taxonomy of this insect?,String,Dolomedes,0,0,0,infoseek,0,0,0,oven_04970800,infoseek_val_00014779
Great St Bernard Pass,https://en.wikipedia.org/wiki/Great_St_Bernard_Pass,What country does this mountain belong to?,What country does this mountain belong to?,String,Italy|Switzerland,0,0,0,infoseek,0,0,0,oven_04953497,infoseek_val_00014817
Great crested grebe,https://en.wikipedia.org/wiki/Great_crested_grebe,how many day is the egg incubation period of this bird?,how many day is the egg incubation period of this bird?,Numerical,28,0,0,0,infoseek,0,0,0,oven_04968270,infoseek_val_00014834
National Museum of the Philippines,https://en.wikipedia.org/wiki/National_Museum_of_the_Philippines,What country does this building belong to?,What country does this building belong to?,String,Philippines,0,0,0,infoseek,0,0,0,oven_04957228,infoseek_val_00014917
Chippokes Plantation State Park,https://en.wikipedia.org/wiki/Chippokes_Plantation_State_Park,What country does this facility belong to?,What country does this facility belong to?,String,United States of America,0,0,0,infoseek,0,0,0,oven_04955571,infoseek_val_00014936
Paraserianthes lophantha,https://en.wikipedia.org/wiki/Paraserianthes_lophantha,What is the basionym of this plant?,What is the basionym of this plant?,String,Acacia lophantha,0,0,0,infoseek,0,0,0,oven_04962472,infoseek_val_00014939
Range Rover,https://en.wikipedia.org/wiki/Range_Rover,What is the brand of this vehicle?,What is the brand of this vehicle?,String,Land Rover,0,0,0,infoseek,0,0,0,oven_04950684,infoseek_val_00014950
Musée Bolo,https://en.wikipedia.org/wiki/Mus%C3%A9e_Bolo,What country does this building belong to?,What country does this building belong to?,String,Switzerland,0,0,0,infoseek,0,0,0,oven_04953660,infoseek_val_00015012
White stork,https://en.wikipedia.org/wiki/White_stork,how many metre is the wingspan of this bird?,how many metre is the wingspan of this bird?,Numerical,1.91,0,0,0,infoseek,0,0,0,oven_04965785,infoseek_val_00015061
Dahlia 'Bishop of Llandaff',https://en.wikipedia.org/wiki/Dahlia_%27Bishop_of_Llandaff%27,What is this plant named after?,What is this plant named after?,String,Pritchard Hughes,0,0,0,infoseek,0,0,0,oven_04959069,infoseek_val_00015078
Château de Sceaux,https://en.wikipedia.org/wiki/Ch%C3%A2teau_de_Sceaux,Who occupies this building?,Who occupies this building?,String,art museum|Musée de l'Ile-de-France,0,0,0,infoseek,0,0,0,oven_04956806,infoseek_val_00015175
Fokker 70,https://en.wikipedia.org/wiki/Fokker_70,What country does this vehicle belong to?,What country does this vehicle belong to?,String,Netherlands,0,0,0,infoseek,0,0,0,oven_04950520,infoseek_val_00015199
Hiyoshi Taisha,https://en.wikipedia.org/wiki/Hiyoshi_Taisha,Which city or region does this building locate in?,Which city or region does this building locate in?,String,Ōtsu,0,0,0,infoseek,0,0,0,oven_04951018,infoseek_val_00015218
Red University Building,https://en.wikipedia.org/wiki/Red_University_Building,What country does this building belong to?,What country does this building belong to?,String,Ukraine,0,0,0,infoseek,0,0,0,oven_04953711,infoseek_val_00015245
Sun,https://en.wikipedia.org/wiki/Sun,What is the density (in gram per cubic centimetre) of this place?,What is the density (in gram per cubic centimetre) of this place?,Numerical,1.408,0,0,0,infoseek,0,0,0,oven_05004361,infoseek_val_00015265
Ford Mustang,https://en.wikipedia.org/wiki/Ford_Mustang,Who is the manufacturer of this vehicle?,Who is the manufacturer of this vehicle?,String,Ford Motor Company,0,0,0,infoseek,0,0,0,oven_04950849,infoseek_val_00015296
Lilac-breasted roller,https://en.wikipedia.org/wiki/Lilac-breasted_roller,"What is the conservation status of this bird? (The status is assigned by the international union for conservation of nature. Choose one among Endangered,Least Concern,Critically Endangered,extinct species,extinct in the wild,Vulnerable,Near Threatened,Data Deficient)","What is the conservation status of this bird? (The status is assigned by the international union for conservation of nature. Choose one among Endangered,Least Concern,Critically Endangered,extinct species,extinct in the wild,Vulnerable,Near Threatened,Data Deficient)",String,Least Concern,0,0,0,infoseek,0,0,0,oven_04969163,infoseek_val_00015341
Salève,https://en.wikipedia.org/wiki/Sal%C3%A8ve,What is the height of this mountain in terms of metre above sea level?,What is the height of this mountain in terms of metre above sea level?,Numerical,1379,0,0,0,infoseek,0,0,0,oven_04955843,infoseek_val_00015352
Coccoloba uvifera,https://en.wikipedia.org/wiki/Coccoloba_uvifera,What is the closest upper taxonomy of this plant?,What is the closest upper taxonomy of this plant?,String,Coccoloba,0,0,0,infoseek,0,0,0,oven_04971439,infoseek_val_00015357
Heskin Hall,https://en.wikipedia.org/wiki/Heskin_Hall,Which historic county does this place belong to?,Which historic county does this place belong to?,String,Lancashire,0,0,0,infoseek,0,0,0,oven_04952432,infoseek_val_00015381
Asplenium oblongifolium,https://en.wikipedia.org/wiki/Asplenium_oblongifolium,Which place is this plant endemic to?,Which place is this plant endemic to?,String,New Zealand,0,0,0,infoseek,0,0,0,oven_04962604,infoseek_val_00015385
Trithemis annulata,https://en.wikipedia.org/wiki/Trithemis_annulata,What is the closest parent taxonomy of this insect?,What is the closest parent taxonomy of this insect?,String,Trithemis,0,0,0,infoseek,0,0,0,oven_04973653,infoseek_val_00015402
Ashkelon National Park,https://en.wikipedia.org/wiki/Ashkelon_National_Park,Which city or region does this place locate in?,Which city or region does this place locate in?,String,Ashkelon,0,0,0,infoseek,0,0,0,oven_04957400,infoseek_val_00015404
